"","Organization.Name","Business.Category","Approved.Budget.of.the.Contract","Item.Name","Item.Desc","Quantity","Item.Budget"
"2357","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Kitchen Sink (Stainless) 16"" x 24""","Engineering Supplies",2," 6,000.00 "
"2358","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Lavatory P-Trap 1 1/4"" dia.","Engineering Supplies",30," 9,000.00 "
"2359","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Plastic Faucet (Hose Bibb)","Engineering Supplies",10," 1,500.00 "
"2360","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Pressure Switch (for Jetmatic)","Engineering Supplies",5," 3,750.00 "
"2361","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","PVC Cap 4"" (Orange)","Engineering Supplies",5," 700.00 "
"2362","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Toilet Tank Fittings Lever Type (Universal Type)","Engineering Supplies",20," 14,000.00 "
"2363","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Toilet Tank Fittings Push Type (Universal Type)","Engineering Supplies",25," 15,000.00 "
"2364","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Toilet Tank Floater (Universal Type)","Engineering Supplies",40," 14,000.00 "
"2365","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Toilet Tank Flush Lever (Flush Handle)","Engineering Supplies",60," 15,000.00 "
"2366","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Water Level Switch (for Elevated Water Tank)","Engineering Supplies",5," 6,000.00 "
"2367","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Compressor Motor 2 HP (LRA41 or LRA42)","Engineering Supplies",16," 136,000.00 "
"2368","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Compressor Motor 2.5 HP (LRA51)","Engineering Equipment",16," 240,000.00 "
"2369","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Compressor Motor 3 TR","Engineering Equipment",1," 25,000.00 "
"2370","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Fan Blade 1HP","Engineering Supplies",16," 16,000.00 "
"2371","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Fan Blade 2HP","Engineering Supplies",16," 19,200.00 "
"2372","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Fan Blade 3 TR","Engineering Supplies",1," 2,400.00 "
"2373","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Fan Blower (Aircon Fan Wheel) 1HP","Engineering Supplies",16," 16,000.00 "
"2374","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Fan Blower (Aircon Fan Wheel) 2HP","Engineering Supplies",16," 19,200.00 "
"2375","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Fan Blower (Aircon Fan Wheel) 3 TR","Engineering Supplies",5," 12,000.00 "
"2376","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Fan Motor 1HP","Engineering Supplies",6," 16,200.00 "
"2377","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Fan Motor 2HP","Engineering Supplies",6," 26,400.00 "
"2378","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Fan Motor 2.5HP","Engineering Supplies",6," 30,000.00 "
"2379","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Fan Motor 3 TR","Engineering Supplies",2," 16,000.00 "
"2380","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Compressor Motor 2 HP (LRA43.5)","Engineering Supplies",8," 72,000.00 "
"2381","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Split Type Aircon Washbag Kit","Engineering Supplies",1," 2,000.00 "
"2382","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Filter Strainer (Bullet Type)","Engineering Supplies",30," 3,600.00 "
"2383","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Propane Gas (Map-Pro) 400g","Engineering Supplies",6," 2,700.00 "
"2384","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Base Socket Wire Connector (Halogen Bulb)","Engineering Supplies",10," 200.00 "
"2385","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Capacitor (2 microfarads, 400V, 50/60Hz)","Engineering Supplies",120," 6,000.00 "
"2386","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Capacitor (5 microfarads, 400V, 50/60Hz)","Engineering Supplies",30," 3,750.00 "
"2387","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Circuit Breaker 15 Amp. Plug in","Engineering Supplies",2," 700.00 "
"2388","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Circuit Breaker 20 amp. Bolt on","Engineering Supplies",15," 6,000.00 "
"2389","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Circuit Breaker 20 Amp. Plug in","Engineering Supplies",2," 750.00 "
"2390","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Circuit Breaker 30 amp. Bolt on","Engineering Supplies",15," 6,375.00 "
"2391","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Gear Box (for Standard Wall Fan 16"")","Engineering Supplies",40," 4,000.00 "
"2392","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","GU10 Adapter, 4A, 250V","Engineering Supplies",20," 1,200.00 "
"2393","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Industrial Exhaust Fan 24""","Engineering Supplies",1," 10,000.00 "
"2394","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","LED Exit Light","Engineering Supplies",10," 12,000.00 "
"2395","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","LED Fire Exit Light","Engineering Supplies",10," 15,000.00 "
"2396","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","LED Stick Bulb 11 watts","Engineering Supplies",50," 13,000.00 "
"2397","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Light Post Shed Reflector 10"" dia.","Engineering Supplies",10," 6,000.00 "
"2398","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Fluorescent Fixtures w/ ballast 20 watts","Engineering Supplies",20," 5,000.00 "
"2399","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Fluorescent Tube T5 LED  9 watts (Blue Light)","Engineering Supplies",10," 3,200.00 "
"2400","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Galvanized Ground Rod 5/8"" dia. x 5ft","Engineering Supplies",3," 1,500.00 "
"2401","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","CFL Bulbs 85 watts","Engineering Supplies",20," 20,000.00 "
"2402","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Circuit Breaker 15 amp. Bolt on","Engineering Supplies",15," 5,625.00 "
"2403","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Circuit Breaker 30 Amp. Plug in","Engineering Supplies",2," 800.00 "
"2404","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","Circuit Breaker 60 Amp. Plug in","Engineering Supplies",2," 850.00 "
"2405","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 1,637,290.00 ","All Purpose Oil 100cc","Engineering Supplies",15," 3,000.00 "
"2406","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment Services"," 500,000.00 ","PREVENTIVE MAINTENANCE OF HITACHI CT SCANNER MACHI","Preventive Maintenance of Medical Equipment",4," 500,000.00 "
"2407","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 549,200.00 ","Circular EEA stapler 28mm","for CSSR use",5," 85,000.00 "
"2408","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 549,200.00 ","Gastro-intestinal anastomosis loading unit with Di","for CSSR use",5," 17,500.00 "
"2409","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 549,200.00 ","Barbed suture 2-0, round, half circle, 37mm","for CSSR use",12," 21,600.00 "
"2410","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 549,200.00 ","Barbed suture 3-0, cutting, 3/8, 19mm","for CSSR use",12," 21,600.00 "
"2411","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 549,200.00 ","Dormia Basket","for CSSR use",5," 32,500.00 "
"2412","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 549,200.00 ","Orthopedic Wrench size 15","for CSSR use",2," 1,500.00 "
"2413","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 549,200.00 ","Orthopedic Wrench size 16","for CSSR use",2," 1,500.00 "
"2414","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 549,200.00 ","Neuro surgical patty 1"" x 3""","for CSSR use",20," 19,600.00 "
"2415","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 549,200.00 ","Neuro surgical patty 1 1/2"" x 3""","for CSSR use",20," 19,600.00 "
"2416","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 549,200.00 ","Neuro diagnostic electrode paste, 8oz - 10oz per j","for CSSR use",12," 19,200.00 "
"2417","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 549,200.00 ","Skin Prep abrasive gel 4-5oz/tube","for CSSR use",12," 12,000.00 "
"2418","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 549,200.00 ","Chlorhexedine tulle grass dressing,at least 10x10c","for CSSR use",200," 16,000.00 "
"2419","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 549,200.00 ","Umbilical catheter, at least 37cm, single lumen wi","for CSSR use",50," 17,500.00 "
"2420","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 549,200.00 ","Endo bag (specimen bag for laparoscopy)","for CSSR use",10," 20,000.00 "
"2421","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 549,200.00 ","Nephrostomy catheter set/kit with Pigtail catheter","for CSSR use",6," 57,000.00 "
"2422","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 549,200.00 ","Circular EEA stapler 31mm","for CSSR use",5," 85,000.00 "
"2423","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 549,200.00 ","Core needle, automatic, g.14 x 9-10 cm","for CSSR use",12," 27,600.00 "
"2424","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 549,200.00 ","Gastro-intestinal anastomosis loading unit with Di","for CSSR use",5," 17,500.00 "
"2425","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 549,200.00 ","Pigtail drainage Catheter set, Fr. 12","for CSSR use",6," 57,000.00 "
"2426","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Drugs and Medicines"," 166,410.00 ","SODIUM BICARBONATE 1 mEq/mL, 50mL (IV Infusion)","for Pharmacy use",1500," 152,910.00 "
"2427","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Drugs and Medicines"," 166,410.00 ","Regular, Insulin (recombinant DNA Human) 100 IU/mL","for Pharmacy use",100," 13,500.00 "
"2428","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 66,700.00 ","Infrared thermometer,Thermal gun","for CSSR use",1," 1,800.00 "
"2429","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 66,700.00 ","Isopropyl Alcohol 70%,1 gallon","for CSSR use",118," 64,900.00 "
"2430","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Laboratory Supplies and Equipment"," 99,900.00 ","ALT/SGPT atleast 250T","for Laboratory use",2," 30,400.00 "
"2431","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Laboratory Supplies and Equipment"," 99,900.00 ","Albumin at least 327T","for Laboratory use",1," 13,000.00 "
"2432","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Laboratory Supplies and Equipment"," 99,900.00 ","Yellow tips (1000's)","for Laboratory use",6," 6,600.00 "
"2433","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Laboratory Supplies and Equipment"," 99,900.00 ","AST/SGOT at least 250T","for Laboratory use",2," 30,400.00 "
"2434","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Laboratory Supplies and Equipment"," 99,900.00 ","Total Bili at least 130T","for Laboratory use",1," 6,500.00 "
"2435","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Laboratory Supplies and Equipment"," 99,900.00 ","Direct Bilirubin at least 100T","for Laboratory use",1," 5,000.00 "
"2436","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Laboratory Supplies and Equipment"," 99,900.00 ","Total Protein at least 100T","for Laboratory use",1," 8,000.00 "
"2437","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 133,000.00 ","CD-R or DVD-R  /pc 52x (700MB data/80 mins music)","Medical Imaging Supplies",2610," 52,200.00 "
"2438","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 133,000.00 ","Ultrasound Gel (with provision of tube bottles) *H","Medical Imaging Supplies",4," 4,800.00 "
"2439","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 133,000.00 ","Ultrasound Transducer Disinfectant spray (atleast","Medical Imaging Supplies",12," 6,000.00 "
"2440","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 133,000.00 ","Lubricated Condoms (3pcs/pack) *To be used as a co","Medical Imaging Supplies",200," 10,000.00 "
"2441","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 133,000.00 ","C-Arm Thermal Paper (Compatible to Sony printer)","Medical Imaging Supplies",15," 60,000.00 "
"2442","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Drugs and Medicines"," 2,702,780.12 ","Enalapril (as maleate) 20 mg","CARDIOVASCULAR MEDICINES",100," 880.00 "
"2443","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Drugs and Medicines"," 2,702,780.12 ","Isosorbide - 5 - Mononitrate 60 mg","CARDIOVASCULAR MEDICINES",5000," 34,100.00 "
"2444","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Drugs and Medicines"," 2,702,780.12 ","Cilostazol 100mg","CARDIOVASCULAR MEDICINES",300," 3,780.00 "
"2445","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Drugs and Medicines"," 2,702,780.12 ","Clonidine ( as hydrochloride ) 150 mcg/ml, 1ml (IV","CARDIOVASCULAR MEDICINES",15," 1,470.00 "
"2446","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Drugs and Medicines"," 2,702,780.12 ","Digoxin 50mcg/mL elixir, 60mL","CARDIOVASCULAR MEDICINES",20," 12,505.20 "
"2447","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Drugs and Medicines"," 2,702,780.12 ","Amiodarone ( as hydrochloride ) 50mg/ml, 3ml (IV)","CARDIOVASCULAR MEDICINES",800," 185,488.00 "
"2448","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Drugs and Medicines"," 2,702,780.12 ","Hydroxyethyl starch 6% solution, 500 mL (IV Infusi","BLOOD PRODUCTS AND BLOOD SUBSTITUTES",80," 34,600.00 "
"2449","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Drugs and Medicines"," 2,702,780.12 ","Amiodarone ( as hydrochloride ) 200mg","CARDIOVASCULAR MEDICINES",400," 8,004.00 "
"2450","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Drugs and Medicines"," 2,702,780.12 ","Human Recombinant Tissue Type Plasminogen Activato","BLOOD AFFECTING MEDICINES",3," 151,470.00 "
"2451","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Drugs and Medicines"," 2,702,780.12 ","L-Asparaginase lyophilized powder, 10,000 IU (IV)","ANTINEOPLASTIC AND IMMONOSUPPRESSIVES",140," 236,460.00 "
"2452","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Drugs and Medicines"," 2,702,780.12 ","Methotrexate (as sodium salt, preservative-free) 2","ANTINEOPLASTIC AND IMMONOSUPPRESSIVES",200," 27,600.00 "
"2453","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Drugs and Medicines"," 2,702,780.12 ","Cytarabine 100mg/mL solution for injection, 5mL","ANTINEOPLASTIC AND IMMONOSUPPRESSIVES",40," 4,438.80 "
"2454","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Drugs and Medicines"," 2,702,780.12 ","Pyrazinamide 250mg/5ml suspension, 120ml","ANTI-INFECTIVES",144," 11,813.76 "
"2455","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Drugs and Medicines"," 2,702,780.12 ","Mebendazole 500mg","ANTI-INFECTIVES",100," 190.00 "
"2456","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Drugs and Medicines"," 2,702,780.12 ","Mebendazole 100mg/5ml suspension, 60ml,","ANTI-INFECTIVES",144," 2,217.60 "
"2457","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Drugs and Medicines"," 2,702,780.12 ","Metronidazole 500 mg","ANTI-INFECTIVES",500," 470.00 "
"2458","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Drugs and Medicines"," 2,702,780.12 ","Glucose (dextrose) 50%, 50ml (IV)","IV FLUIDS",1080," 38,610.00 "
"2459","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Drugs and Medicines"," 2,702,780.12 ","Clonazepam 2 mg","REGULATED DRUGS",300," 3,177.00 "
"2460","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Drugs and Medicines"," 2,702,780.12 ","Ephedrine (as sulfate) 50 mg/mL,1 mL (IM,IV)","REGULATED DRUGS",1000," 91,500.00 "
"2461","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Drugs and Medicines"," 2,702,780.12 ","Phenobarbital 30mg","REGULATED DRUGS",800," 2,856.00 "
"2462","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Drugs and Medicines"," 2,702,780.12 ","Diphenhydramine (as hydrochloride ) 25mg","ANTI-ALLERGIES",500," 715.00 "
"2463","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Drugs and Medicines"," 2,702,780.12 ","Acetylcysteine 100 mg/mL, 3 mL  solution for inhal","ANTIDOTES",75," 6,300.00 "
"2464","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Drugs and Medicines"," 2,702,780.12 ","Acetylcysteine 200 mg/mL, 25 mL (IV infusion)","ANTIDOTES",80," 100,900.00 "
"2465","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Drugs and Medicines"," 2,702,780.12 ","Amikacin (as sulfate) 125mg/mL,2 ml (IM,IV)","ANTI-INFECTIVES",1000," 17,480.00 "
"2466","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Drugs and Medicines"," 2,702,780.12 ","Doxycycline (as hyclate) 100mg","ANTI-INFECTIVES",500," 540.00 "
"2467","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Drugs and Medicines"," 2,702,780.12 ","Isoniazid 200mg/5ml syrup, 120ml","ANTI-INFECTIVES",144," 7,200.00 "
"2468","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Drugs and Medicines"," 2,702,780.12 ","Cefalexin ( as monohydrate ) 500 mg","ANTI-INFECTIVES",5000," 14,750.00 "
"2469","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Drugs and Medicines"," 2,702,780.12 ","Cefuroxime 250mg/5ml granules for suspension,120ml","ANTI-INFECTIVES",144," 23,040.00 "
"2470","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Drugs and Medicines"," 2,702,780.12 ","Cloxacillin (as sodium salt) 125mg/5ml,60 ml","ANTI-INFECTIVES",12," 406.20 "
"2471","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Drugs and Medicines"," 2,702,780.12 ","Co-Amoxiclav : 200 mg amoxicillin (as trihydrate)","ANTI-INFECTIVES",72," 10,838.88 "
"2472","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Drugs and Medicines"," 2,702,780.12 ","Isosorbide Dinitrate  5mg Sublingual","CARDIOVASCULAR MEDICINES",500," 4,000.00 "
"2473","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Drugs and Medicines"," 2,702,780.12 ","Nimodipine 30 mg","CARDIOVASCULAR MEDICINES",3000," 108,000.00 "
"2474","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Drugs and Medicines"," 2,702,780.12 ","Terasozin 2mg","CARDIOVASCULAR MEDICINES",40," 1,000.00 "
